Local time,Open,High,Low,Close,Volume
14.10.2024 05:45:00.000 GMT+0530,1.09174,1.09216,1.09174,1.09215,609209.9914
14.10.2024 05:50:00.000 GMT+0530,1.09215,1.09229,1.09215,1.09229,527670.002
14.10.2024 05:55:00.000 GMT+0530,1.09228,1.09240,1.09223,1.09224,182460.00100000002
14.10.2024 06:00:00.000 GMT+0530,1.09223,1.09236,1.09218,1.09230,281850.00049999997
14.10.2024 06:05:00.000 GMT+0530,1.09230,1.09231,1.09220,1.09220,327689.9986
14.10.2024 06:10:00.000 GMT+0530,1.09223,1.09224,1.09199,1.09205,189540.0028
14.10.2024 06:15:00.000 GMT+0530,1.09204,1.09207,1.09190,1.09198,278130.0039
14.10.2024 06:20:00.000 GMT+0530,1.09199,1.09219,1.09198,1.09215,387120.00270000007
14.10.2024 06:25:00.000 GMT+0530,1.09214,1.09225,1.09209,1.09214,330839.9925
14.10.2024 06:30:00.000 GMT+0530,1.09214,1.09214,1.09182,1.09184,531950.0009
14.10.2024 06:35:00.000 GMT+0530,1.09184,1.09195,1.09179,1.09193,533519.9929
14.10.2024 06:40:00.000 GMT+0530,1.09193,1.09198,1.09184,1.09198,415650.0034
14.10.2024 06:45:00.000 GMT+0530,1.09201,1.09234,1.09201,1.09230,645029.9989
14.10.2024 06:50:00.000 GMT+0530,1.09229,1.09229,1.09203,1.09215,495359.9968
14.10.2024 06:55:00.000 GMT+0530,1.09215,1.09224,1.09214,1.09221,347610.00450000004
14.10.2024 07:00:00.000 GMT+0530,1.09219,1.09226,1.09192,1.09218,1135980.0263
14.10.2024 07:05:00.000 GMT+0530,1.09219,1.09254,1.09219,1.09235,860040.0009000001
14.10.2024 07:10:00.000 GMT+0530,1.09235,1.09244,1.09225,1.09234,644669.9905
14.10.2024 07:15:00.000 GMT+0530,1.09234,1.09251,1.09223,1.09230,952589.9963
14.10.2024 07:20:00.000 GMT+0530,1.09229,1.09243,1.09225,1.09236,478349.99840000004
14.10.2024 07:25:00.000 GMT+0530,1.09235,1.09243,1.09230,1.09232,354240.0055
14.10.2024 07:30:00.000 GMT+0530,1.09232,1.09233,1.09197,1.09199,577619.9913
14.10.2024 07:35:00.000 GMT+0530,1.09202,1.09214,1.09184,1.09210,562229.9995
14.10.2024 07:40:00.000 GMT+0530,1.09209,1.09234,1.09209,1.09232,568230.0033999999
14.10.2024 07:45:00.000 GMT+0530,1.09231,1.09237,1.09219,1.09222,928889.9994000001
14.10.2024 07:50:00.000 GMT+0530,1.09222,1.09230,1.09218,1.09223,304110.01210000005
14.10.2024 07:55:00.000 GMT+0530,1.09222,1.09248,1.09215,1.09242,594329.998
14.10.2024 08:00:00.000 GMT+0530,1.09242,1.09260,1.09240,1.09249,704610.0121
14.10.2024 08:05:00.000 GMT+0530,1.09248,1.09268,1.09245,1.09260,510780.0026
14.10.2024 08:10:00.000 GMT+0530,1.09261,1.09261,1.09247,1.09248,404070.0073
14.10.2024 08:15:00.000 GMT+0530,1.09248,1.09261,1.09248,1.09252,422039.9933
14.10.2024 08:20:00.000 GMT+0530,1.09252,1.09264,1.09250,1.09257,403170.0021
14.10.2024 08:25:00.000 GMT+0530,1.09255,1.09257,1.09240,1.09246,331499.998
14.10.2024 08:30:00.000 GMT+0530,1.09247,1.09255,1.09235,1.09241,467369.999
14.10.2024 08:35:00.000 GMT+0530,1.09241,1.09263,1.09241,1.09260,376019.99659999995
14.10.2024 08:40:00.000 GMT+0530,1.09260,1.09271,1.09258,1.09266,428040.0085
14.10.2024 08:45:00.000 GMT+0530,1.09266,1.09271,1.09261,1.09261,209720.0012
14.10.2024 08:50:00.000 GMT+0530,1.09261,1.09269,1.09257,1.09266,344340.0002
14.10.2024 08:55:00.000 GMT+0530,1.09268,1.09291,1.09268,1.09290,199950.0027
14.10.2024 09:00:00.000 GMT+0530,1.09291,1.09291,1.09272,1.09275,264730.0033
14.10.2024 09:05:00.000 GMT+0530,1.09276,1.09286,1.09276,1.09285,237780.00460000001
14.10.2024 09:10:00.000 GMT+0530,1.09285,1.09291,1.09274,1.09274,533880.0087
14.10.2024 09:15:00.000 GMT+0530,1.09274,1.09278,1.09266,1.09267,254160.00839999996
14.10.2024 09:20:00.000 GMT+0530,1.09266,1.09266,1.09259,1.09260,155519.9981
14.10.2024 09:25:00.000 GMT+0530,1.09259,1.09264,1.09253,1.09256,227059.99929999997
14.10.2024 09:30:00.000 GMT+0530,1.09255,1.09257,1.09247,1.09250,151860.0006
14.10.2024 09:35:00.000 GMT+0530,1.09251,1.09254,1.09243,1.09245,198270.0072
14.10.2024 09:40:00.000 GMT+0530,1.09245,1.09254,1.09244,1.09249,61650
14.10.2024 09:45:00.000 GMT+0530,1.09249,1.09249,1.09237,1.09238,183559.9995
14.10.2024 09:50:00.000 GMT+0530,1.09238,1.09245,1.09236,1.09237,262979.99960000004
14.10.2024 09:55:00.000 GMT+0530,1.09236,1.09240,1.09232,1.09239,201800.00410000002
14.10.2024 10:00:00.000 GMT+0530,1.09240,1.09241,1.09235,1.09239,165960.0019
14.10.2024 10:05:00.000 GMT+0530,1.09238,1.09246,1.09234,1.09235,181980.0015
14.10.2024 10:10:00.000 GMT+0530,1.09237,1.09239,1.09234,1.09238,90110.0006
14.10.2024 10:15:00.000 GMT+0530,1.09239,1.09245,1.09238,1.09245,91069.9987
14.10.2024 10:20:00.000 GMT+0530,1.09244,1.09246,1.09240,1.09240,60479.998600000006
14.10.2024 10:25:00.000 GMT+0530,1.09241,1.09244,1.09236,1.09236,153269.999
14.10.2024 10:30:00.000 GMT+0530,1.09237,1.09248,1.09235,1.09244,198270.0006
14.10.2024 10:35:00.000 GMT+0530,1.09244,1.09244,1.09224,1.09228,278320.00539999997
14.10.2024 10:40:00.000 GMT+0530,1.09228,1.09236,1.09223,1.09235,235589.9965
14.10.2024 10:45:00.000 GMT+0530,1.09236,1.09249,1.09235,1.09245,383910.0075
14.10.2024 10:50:00.000 GMT+0530,1.09247,1.09257,1.09245,1.09251,425519.9891
14.10.2024 10:55:00.000 GMT+0530,1.09251,1.09251,1.09240,1.09245,492930.00009999995
14.10.2024 11:00:00.000 GMT+0530,1.09245,1.09249,1.09240,1.09240,502739.99399999995
14.10.2024 11:05:00.000 GMT+0530,1.09242,1.09245,1.09236,1.09241,430890.00320000004
14.10.2024 11:10:00.000 GMT+0530,1.09240,1.09241,1.09233,1.09240,419849.9947
14.10.2024 11:15:00.000 GMT+0530,1.09241,1.09260,1.09241,1.09251,289290.0008
14.10.2024 11:20:00.000 GMT+0530,1.09251,1.09263,1.09246,1.09261,241320.00149999998
14.10.2024 11:25:00.000 GMT+0530,1.09261,1.09263,1.09251,1.09259,268920.0021
14.10.2024 11:30:00.000 GMT+0530,1.09260,1.09292,1.09260,1.09272,617020.0081
14.10.2024 11:35:00.000 GMT+0530,1.09272,1.09304,1.09271,1.09299,579390.007
14.10.2024 11:40:00.000 GMT+0530,1.09299,1.09302,1.09288,1.09289,343349.9985
14.10.2024 11:45:00.000 GMT+0530,1.09290,1.09297,1.09278,1.09279,260419.99430000002
14.10.2024 11:50:00.000 GMT+0530,1.09280,1.09298,1.09271,1.09298,880699.9892999999
14.10.2024 11:55:00.000 GMT+0530,1.09297,1.09300,1.09281,1.09287,655230.0033
14.10.2024 12:00:00.000 GMT+0530,1.09286,1.09299,1.09273,1.09278,547150.0014
14.10.2024 12:05:00.000 GMT+0530,1.09277,1.09290,1.09269,1.09285,490319.99970000004
14.10.2024 12:10:00.000 GMT+0530,1.09285,1.09292,1.09280,1.09292,571740.0093
14.10.2024 12:15:00.000 GMT+0530,1.09294,1.09295,1.09259,1.09270,595620.0027000001
14.10.2024 12:20:00.000 GMT+0530,1.09271,1.09284,1.09263,1.09274,415380.003
14.10.2024 12:25:00.000 GMT+0530,1.09272,1.09273,1.09248,1.09250,530519.9967
14.10.2024 12:30:00.000 GMT+0530,1.09250,1.09263,1.09238,1.09246,878840.0117000001
14.10.2024 12:35:00.000 GMT+0530,1.09251,1.09264,1.09240,1.09249,611990.0017
14.10.2024 12:40:00.000 GMT+0530,1.09248,1.09283,1.09240,1.09281,738300.0107
14.10.2024 12:45:00.000 GMT+0530,1.09283,1.09303,1.09272,1.09279,1026789.9934
14.10.2024 12:50:00.000 GMT+0530,1.09279,1.09299,1.09270,1.09290,835610.0007
14.10.2024 12:55:00.000 GMT+0530,1.09290,1.09296,1.09259,1.09262,1171290.0085
14.10.2024 13:00:00.000 GMT+0530,1.09262,1.09284,1.09254,1.09257,799670.0057
14.10.2024 13:05:00.000 GMT+0530,1.09259,1.09305,1.09258,1.09299,720089.9888
14.10.2024 13:10:00.000 GMT+0530,1.09300,1.09311,1.09288,1.09299,596369.995
14.10.2024 13:15:00.000 GMT+0530,1.09300,1.09301,1.09258,1.09260,958819.9996999999
14.10.2024 13:20:00.000 GMT+0530,1.09260,1.09283,1.09250,1.09279,1051529.9836000002
14.10.2024 13:25:00.000 GMT+0530,1.09279,1.09290,1.09274,1.09282,718329.9866000001
14.10.2024 13:30:00.000 GMT+0530,1.09282,1.09302,1.09277,1.09286,775259.9944999999
14.10.2024 13:35:00.000 GMT+0530,1.09289,1.09314,1.09284,1.09304,1083009.9945
14.10.2024 13:40:00.000 GMT+0530,1.09304,1.09316,1.09281,1.09285,912360.0005000001
14.10.2024 13:45:00.000 GMT+0530,1.09286,1.09291,1.09273,1.09286,931859.9853999999
14.10.2024 13:50:00.000 GMT+0530,1.09286,1.09288,1.09270,1.09275,1294870.0103
14.10.2024 13:55:00.000 GMT+0530,1.09275,1.09286,1.09270,1.09271,1281590.0269
14.10.2024 14:00:00.000 GMT+0530,1.09271,1.09291,1.09260,1.09289,1095219.9936
14.10.2024 14:05:00.000 GMT+0530,1.09288,1.09311,1.09284,1.09301,793580.0019
14.10.2024 14:10:00.000 GMT+0530,1.09302,1.09310,1.09288,1.09290,856249.9960999999
14.10.2024 14:15:00.000 GMT+0530,1.09290,1.09297,1.09277,1.09286,615909.996
14.10.2024 14:20:00.000 GMT+0530,1.09287,1.09299,1.09273,1.09274,1222779.9988
14.10.2024 14:25:00.000 GMT+0530,1.09273,1.09284,1.09236,1.09268,2435609.9549
14.10.2024 14:30:00.000 GMT+0530,1.09268,1.09289,1.09266,1.09269,589770.012
14.10.2024 14:35:00.000 GMT+0530,1.09269,1.09322,1.09269,1.09322,495450.0008
14.10.2024 14:40:00.000 GMT+0530,1.09323,1.09336,1.09315,1.09331,744160.0035999999
14.10.2024 14:45:00.000 GMT+0530,1.09331,1.09338,1.09328,1.09336,648449.9893
14.10.2024 14:50:00.000 GMT+0530,1.09334,1.09351,1.09329,1.09346,591300.003
14.10.2024 14:55:00.000 GMT+0530,1.09345,1.09366,1.09345,1.09347,511180.00019999995
14.10.2024 15:00:00.000 GMT+0530,1.09346,1.09346,1.09317,1.09330,464539.99330000003
14.10.2024 15:05:00.000 GMT+0530,1.09330,1.09340,1.09319,1.09321,700530.0139999999
14.10.2024 15:10:00.000 GMT+0530,1.09319,1.09326,1.09314,1.09324,464039.9970000001
14.10.2024 15:15:00.000 GMT+0530,1.09322,1.09332,1.09317,1.09317,660909.9885
14.10.2024 15:20:00.000 GMT+0530,1.09318,1.09319,1.09292,1.09295,663300.0069
14.10.2024 15:25:00.000 GMT+0530,1.09294,1.09296,1.09275,1.09290,714360.0083
14.10.2024 15:30:00.000 GMT+0530,1.09288,1.09295,1.09259,1.09259,654969.9935999999
14.10.2024 15:35:00.000 GMT+0530,1.09259,1.09285,1.09254,1.09281,366330.0056
14.10.2024 15:40:00.000 GMT+0530,1.09284,1.09301,1.09284,1.09290,440279.99879999994
14.10.2024 15:45:00.000 GMT+0530,1.09290,1.09298,1.09276,1.09281,483109.9891
14.10.2024 15:50:00.000 GMT+0530,1.09283,1.09298,1.09283,1.09289,503160.0037
14.10.2024 15:55:00.000 GMT+0530,1.09288,1.09288,1.09270,1.09273,420749.99230000004
14.10.2024 16:00:00.000 GMT+0530,1.09272,1.09276,1.09251,1.09260,719390.0223
14.10.2024 16:05:00.000 GMT+0530,1.09259,1.09266,1.09253,1.09266,471150.00529999996
14.10.2024 16:10:00.000 GMT+0530,1.09265,1.09269,1.09252,1.09253,300479.9938
14.10.2024 16:15:00.000 GMT+0530,1.09254,1.09256,1.09231,1.09243,518699.98559999996
14.10.2024 16:20:00.000 GMT+0530,1.09244,1.09244,1.09225,1.09230,451560.00509999995
14.10.2024 16:25:00.000 GMT+0530,1.09230,1.09238,1.09220,1.09228,1410129.9896
14.10.2024 16:30:00.000 GMT+0530,1.09228,1.09246,1.09200,1.09205,1158780.014
14.10.2024 16:35:00.000 GMT+0530,1.09205,1.09208,1.09189,1.09190,643559.99
14.10.2024 16:40:00.000 GMT+0530,1.09190,1.09204,1.09186,1.09189,553500.0076
14.10.2024 16:45:00.000 GMT+0530,1.09190,1.09206,1.09188,1.09195,537299.9955
14.10.2024 16:50:00.000 GMT+0530,1.09196,1.09213,1.09189,1.09189,651869.9951000001
14.10.2024 16:55:00.000 GMT+0530,1.09189,1.09191,1.09148,1.09153,1469599.9870000002
14.10.2024 17:00:00.000 GMT+0530,1.09153,1.09168,1.09143,1.09159,1021710.0066
14.10.2024 17:05:00.000 GMT+0530,1.09160,1.09168,1.09143,1.09143,916050.003
14.10.2024 17:10:00.000 GMT+0530,1.09144,1.09153,1.09134,1.09147,1062569.9921
14.10.2024 17:15:00.000 GMT+0530,1.09149,1.09149,1.09091,1.09111,1731559.9976
14.10.2024 17:20:00.000 GMT+0530,1.09111,1.09144,1.09111,1.09136,811040.0085
14.10.2024 17:25:00.000 GMT+0530,1.09137,1.09141,1.09107,1.09126,1179310.0052
14.10.2024 17:30:00.000 GMT+0530,1.09124,1.09136,1.09113,1.09129,941160.0188999999
14.10.2024 17:35:00.000 GMT+0530,1.09129,1.09150,1.09127,1.09144,638599.9984
14.10.2024 17:40:00.000 GMT+0530,1.09143,1.09144,1.09123,1.09126,611939.9947
14.10.2024 17:45:00.000 GMT+0530,1.09126,1.09148,1.09123,1.09133,888179.9852
14.10.2024 17:50:00.000 GMT+0530,1.09132,1.09167,1.09116,1.09144,1311289.9627999999
14.10.2024 17:55:00.000 GMT+0530,1.09144,1.09164,1.09141,1.09149,1179060.0128000001
14.10.2024 18:00:00.000 GMT+0530,1.09149,1.09152,1.09129,1.09144,1219049.9955
14.10.2024 18:05:00.000 GMT+0530,1.09144,1.09161,1.09079,1.09085,1330750.0000999998
14.10.2024 18:10:00.000 GMT+0530,1.09085,1.09108,1.09076,1.09092,1295460.0067000003
14.10.2024 18:15:00.000 GMT+0530,1.09091,1.09120,1.09073,1.09100,1431479.9652
14.10.2024 18:20:00.000 GMT+0530,1.09098,1.09111,1.09083,1.09098,1242199.9893
14.10.2024 18:25:00.000 GMT+0530,1.09098,1.09108,1.09088,1.09096,754319.9998000001
14.10.2024 18:30:00.000 GMT+0530,1.09096,1.09108,1.09087,1.09090,864939.9872
14.10.2024 18:35:00.000 GMT+0530,1.09090,1.09092,1.09047,1.09057,990749.9847
14.10.2024 18:40:00.000 GMT+0530,1.09055,1.09108,1.09051,1.09103,636660.0112999999
14.10.2024 18:45:00.000 GMT+0530,1.09104,1.09104,1.09060,1.09102,971960.0066
14.10.2024 18:50:00.000 GMT+0530,1.09103,1.09138,1.09103,1.09122,767839.9963
14.10.2024 18:55:00.000 GMT+0530,1.09123,1.09129,1.09099,1.09104,835729.9958
14.10.2024 19:00:00.000 GMT+0530,1.09104,1.09120,1.09094,1.09104,1244749.9847
14.10.2024 19:05:00.000 GMT+0530,1.09104,1.09106,1.09086,1.09098,1028019.9738
14.10.2024 19:10:00.000 GMT+0530,1.09097,1.09185,1.09087,1.09184,1545010.0326
14.10.2024 19:15:00.000 GMT+0530,1.09185,1.09265,1.09174,1.09253,2974619.9646
14.10.2024 19:20:00.000 GMT+0530,1.09254,1.09264,1.09229,1.09247,2468190.0329
14.10.2024 19:25:00.000 GMT+0530,1.09248,1.09272,1.09190,1.09191,2363549.9725
14.10.2024 19:30:00.000 GMT+0530,1.09188,1.09191,1.09156,1.09158,2196019.9888999998
14.10.2024 19:35:00.000 GMT+0530,1.09158,1.09158,1.09101,1.09107,1530670.0286
14.10.2024 19:40:00.000 GMT+0530,1.09108,1.09113,1.09083,1.09092,1395839.9811
14.10.2024 19:45:00.000 GMT+0530,1.09091,1.09104,1.09080,1.09099,1233540.0085
14.10.2024 19:50:00.000 GMT+0530,1.09096,1.09137,1.09094,1.09132,1198440.0177
14.10.2024 19:55:00.000 GMT+0530,1.09131,1.09163,1.09103,1.09107,801990.0055
14.10.2024 20:00:00.000 GMT+0530,1.09107,1.09110,1.09089,1.09099,1446599.9831
14.10.2024 20:05:00.000 GMT+0530,1.09100,1.09102,1.09050,1.09061,1806400.0092
14.10.2024 20:10:00.000 GMT+0530,1.09062,1.09097,1.09051,1.09095,1767989.9902
14.10.2024 20:15:00.000 GMT+0530,1.09097,1.09132,1.09094,1.09115,1470459.9914000002
14.10.2024 20:20:00.000 GMT+0530,1.09116,1.09129,1.09101,1.09124,1681229.9803999998
14.10.2024 20:25:00.000 GMT+0530,1.09123,1.09150,1.09122,1.09148,774560.0052
14.10.2024 20:30:00.000 GMT+0530,1.09148,1.09161,1.09127,1.09129,1034360.0005999999
14.10.2024 20:35:00.000 GMT+0530,1.09129,1.09154,1.09126,1.09141,535410.0035999999
14.10.2024 20:40:00.000 GMT+0530,1.09142,1.09163,1.09123,1.09143,643950.0046
14.10.2024 20:45:00.000 GMT+0530,1.09145,1.09146,1.09127,1.09134,440399.99
14.10.2024 20:50:00.000 GMT+0530,1.09136,1.09138,1.09104,1.09110,943290.0085
14.10.2024 20:55:00.000 GMT+0530,1.09112,1.09128,1.09106,1.09123,682740.0131
14.10.2024 21:00:00.000 GMT+0530,1.09122,1.09162,1.09112,1.09154,615139.9994
14.10.2024 21:05:00.000 GMT+0530,1.09153,1.09154,1.09128,1.09128,430020.0024
14.10.2024 21:10:00.000 GMT+0530,1.09126,1.09126,1.09088,1.09097,570030.0064000001
14.10.2024 21:15:00.000 GMT+0530,1.09098,1.09098,1.09066,1.09067,962329.9942000001
14.10.2024 21:20:00.000 GMT+0530,1.09066,1.09078,1.09060,1.09064,563999.9885
14.10.2024 21:25:00.000 GMT+0530,1.09063,1.09073,1.09048,1.09068,878500
14.10.2024 21:30:00.000 GMT+0530,1.09069,1.09085,1.09056,1.09068,426209.9991
14.10.2024 21:35:00.000 GMT+0530,1.09067,1.09067,1.09037,1.09043,841030.0065
14.10.2024 21:40:00.000 GMT+0530,1.09046,1.09047,1.09033,1.09039,591929.9926
14.10.2024 21:45:00.000 GMT+0530,1.09038,1.09042,1.09027,1.09033,431769.98500000004
14.10.2024 21:50:00.000 GMT+0530,1.09034,1.09034,1.09013,1.09015,626340.0059999999
14.10.2024 21:55:00.000 GMT+0530,1.09015,1.09020,1.09008,1.09017,437509.99820000003
14.10.2024 22:00:00.000 GMT+0530,1.09016,1.09034,1.09016,1.09029,254579.99790000002
14.10.2024 22:05:00.000 GMT+0530,1.09028,1.09036,1.09018,1.09023,356280.0026
14.10.2024 22:10:00.000 GMT+0530,1.09023,1.09028,1.09014,1.09014,521090.0001
14.10.2024 22:15:00.000 GMT+0530,1.09013,1.09016,1.09011,1.09015,312479.9976
14.10.2024 22:20:00.000 GMT+0530,1.09015,1.09024,1.09008,1.09024,322829.9943
14.10.2024 22:25:00.000 GMT+0530,1.09026,1.09027,1.09009,1.09015,471329.99419999996
14.10.2024 22:30:00.000 GMT+0530,1.09014,1.09023,1.09011,1.09019,373949.9931
14.10.2024 22:35:00.000 GMT+0530,1.09019,1.09019,1.09010,1.09015,221059.99839999998
14.10.2024 22:40:00.000 GMT+0530,1.09015,1.09018,1.09004,1.09004,434560.00710000005
14.10.2024 22:45:00.000 GMT+0530,1.09004,1.09010,1.08980,1.08980,436019.99659999995
14.10.2024 22:50:00.000 GMT+0530,1.08979,1.08984,1.08973,1.08981,530020.0042
14.10.2024 22:55:00.000 GMT+0530,1.08982,1.08990,1.08977,1.08990,351419.9981
14.10.2024 23:00:00.000 GMT+0530,1.08990,1.09005,1.08990,1.09000,135360.0001
14.10.2024 23:05:00.000 GMT+0530,1.08998,1.09019,1.08998,1.09019,254370.0027
14.10.2024 23:10:00.000 GMT+0530,1.09018,1.09025,1.09004,1.09024,284399.9976
14.10.2024 23:15:00.000 GMT+0530,1.09024,1.09032,1.09020,1.09030,258029.9988
14.10.2024 23:20:00.000 GMT+0530,1.09031,1.09040,1.09028,1.09036,377100.00430000003
14.10.2024 23:25:00.000 GMT+0530,1.09034,1.09042,1.09023,1.09040,470999.99250000005
14.10.2024 23:30:00.000 GMT+0530,1.09040,1.09042,1.09030,1.09042,493240.0016000001
14.10.2024 23:35:00.000 GMT+0530,1.09044,1.09050,1.09042,1.09045,243089.9991
14.10.2024 23:40:00.000 GMT+0530,1.09047,1.09049,1.09039,1.09047,173099.99850000002
14.10.2024 23:45:00.000 GMT+0530,1.09046,1.09049,1.09040,1.09040,252780.0007
14.10.2024 23:50:00.000 GMT+0530,1.09041,1.09041,1.09025,1.09029,216480.0015
14.10.2024 23:55:00.000 GMT+0530,1.09030,1.09035,1.09025,1.09026,336150.00149999995
15.10.2024 00:00:00.000 GMT+0530,1.09026,1.09026,1.09010,1.09010,371699.99700000003
15.10.2024 00:05:00.000 GMT+0530,1.09008,1.09026,1.09006,1.09026,157949.9992
15.10.2024 00:10:00.000 GMT+0530,1.09024,1.09024,1.09014,1.09016,215969.99930000002
15.10.2024 00:15:00.000 GMT+0530,1.09016,1.09023,1.08990,1.08990,99450.0003
15.10.2024 00:20:00.000 GMT+0530,1.08991,1.08995,1.08953,1.08953,516459.9952
15.10.2024 00:25:00.000 GMT+0530,1.08953,1.08976,1.08949,1.08971,1194160.0189
15.10.2024 00:30:00.000 GMT+0530,1.08972,1.09029,1.08881,1.09022,3546590.0267999996
15.10.2024 00:35:00.000 GMT+0530,1.09023,1.09027,1.08999,1.09004,2367609.97
15.10.2024 00:40:00.000 GMT+0530,1.09004,1.09007,1.08989,1.08994,839790.0086
15.10.2024 00:45:00.000 GMT+0530,1.08993,1.09032,1.08993,1.09028,398440.0024
15.10.2024 00:50:00.000 GMT+0530,1.09028,1.09055,1.09024,1.09055,533180.008
15.10.2024 00:55:00.000 GMT+0530,1.09055,1.09059,1.09034,1.09035,270480.0014
15.10.2024 01:00:00.000 GMT+0530,1.09034,1.09043,1.09029,1.09042,550770.0043
15.10.2024 01:05:00.000 GMT+0530,1.09042,1.09045,1.09036,1.09038,780480.0071
15.10.2024 01:10:00.000 GMT+0530,1.09037,1.09046,1.09023,1.09023,571769.9966
15.10.2024 01:15:00.000 GMT+0530,1.09023,1.09034,1.09021,1.09033,396990.0036
15.10.2024 01:20:00.000 GMT+0530,1.09034,1.09040,1.09022,1.09038,570890.0069
15.10.2024 01:25:00.000 GMT+0530,1.09039,1.09057,1.09038,1.09038,741030.0064
15.10.2024 01:30:00.000 GMT+0530,1.09038,1.09042,1.09028,1.09040,296760.0003
15.10.2024 01:35:00.000 GMT+0530,1.09041,1.09057,1.09041,1.09056,92310.00150000001
15.10.2024 01:40:00.000 GMT+0530,1.09055,1.09070,1.09055,1.09065,174090.00040000002
15.10.2024 01:45:00.000 GMT+0530,1.09066,1.09072,1.09064,1.09068,102809.9981
15.10.2024 01:50:00.000 GMT+0530,1.09069,1.09086,1.09069,1.09079,120910.0002
15.10.2024 01:55:00.000 GMT+0530,1.09080,1.09080,1.09064,1.09070,206099.9999
15.10.2024 02:00:00.000 GMT+0530,1.09071,1.09075,1.09067,1.09068,181889.996
15.10.2024 02:05:00.000 GMT+0530,1.09069,1.09070,1.09067,1.09068,181620.0018
15.10.2024 02:10:00.000 GMT+0530,1.09069,1.09076,1.09061,1.09068,473340.00399999996
15.10.2024 02:15:00.000 GMT+0530,1.09069,1.09075,1.09063,1.09074,321749.9963
15.10.2024 02:20:00.000 GMT+0530,1.09075,1.09089,1.09061,1.09083,615060.0128
